  -1.2000000e+03   0.0000000e+00   2.5999999e+00   6.1999998e+00   0.0000000e+00   3.0999999e+00   9.3000002e+00   1.5000000e+00   4.5999999e+00   0.0000000e+00   1.0000000e+00   2.0999999e+00   1.5000000e+00   2.5999999e+00   3.5999999e+00
  -1.1990000e+03   0.0000000e+00   2.0999999e+00   3.5999999e+00   0.0000000e+00   3.0999999e+00   7.6999998e+00   0.0000000e+00   5.0999999e+00   0.0000000e+00   6.6666667e-01   1.8999999e+00   1.7000000e+00   4.0999999e+00   2.5999999e+00
  -1.1980000e+03   1.0000000e+00   3.0999999e+00   5.0999999e+00   2.0999999e+00   2.5999999e+00   7.6999998e+00   1.5000000e+00   6.0999999e+00   0.0000000e+00   3.3333333e-01   1.7000000e+00   1.8999999e+00   4.0999999e+00   2.5999999e+00
  -1.1970000e+03   2.0999999e+00   1.5000000e+00   4.5999999e+00   1.5000000e+00   2.0999999e+00   9.3000002e+00   2.0999999e+00   7.1999998e+00   0.0000000e+00   0.0000000e+00   1.5000000e+00   2.0999999e+00   4.5999999e+00   2.5999999e+00
  -1.1960000e+03   1.5000000e+00   0.0000000e+00   5.6999998e+00   1.5000000e+00   2.5999999e+00   1.1300000e+01   3.0999999e+00   3.0999999e+00   0.0000000e+00   0.0000000e+00   1.7000000e+00   2.0999999e+00   3.0999999e+00   2.5999999e+00
  -1.1950000e+03   2.5999999e+00   2.0999999e+00   2.5999999e+00   2.5999999e+00   3.0999999e+00   1.0800000e+01   2.5999999e+00   4.5999999e+00   0.0000000e+00   0.0000000e+00   1.8999999e+00   2.0999999e+00   2.0999999e+00   2.0999999e+00
  -1.1940000e+03   1.5000000e+00   0.0000000e+00   2.0999999e+00   2.0999999e+00   2.5999999e+00   1.0300000e+01   2.5999999e+00   6.1999998e+00   0.0000000e+00   0.0000000e+00   2.0999999e+00   2.0999999e+00   2.0999999e+00   2.0999999e+00
  -1.1930000e+03   5.0000000e-01   0.0000000e+00   2.5999999e+00   3.0999999e+00   2.5999999e+00   9.8000002e+00   3.5999999e+00   6.5999999e+00   6.6666667e-01   0.0000000e+00   2.2666666e+00   1.9999999e+00   2.5999999e+00   1.5000000e+00
  -1.1920000e+03   1.5000000e+00   0.0000000e+00   2.0999999e+00   4.5999999e+00   2.0999999e+00   8.8000002e+00   2.5999999e+00   8.1999998e+00   1.3333333e+00   0.0000000e+00   2.4333332e+00   1.8999999e+00   3.0999999e+00   4.1909516e-09
  -1.1910000e+03   1.5000000e+00   0.0000000e+00   3.5999999e+00   3.5999999e+00   4.0999999e+00   8.1999998e+00   3.5999999e+00   7.1999998e+00   2.0000000e+00   0.0000000e+00   2.5999999e+00   1.8000000e+00   3.0999999e+00   1.5000000e+00
  -1.1900000e+03   5.1999998e+00   2.0999999e+00   1.5000000e+00   2.5999999e+00   2.5999999e+00   8.8000002e+00   3.5999999e+00   5.0999999e+00   2.0000000e+00   0.0000000e+00   2.2333333e+00   1.7000000e+00   2.0999999e+00   2.5999999e+00
  -1.1890000e+03   5.1999998e+00   4.1909516e-09   2.0999999e+00   5.1999998e+00   3.0999999e+00   7.1999998e+00   3.5999999e+00   4.0999999e+00   2.0000000e+00   0.0000000e+00   1.8666666e+00   1.6000000e+00   1.5000000e+00   2.5999999e+00
  -1.1880000e+03   4.0999999e+00   1.5000000e+00   2.5999999e+00   3.0999999e+00   3.0999999e+00   5.6999998e+00   4.0999999e+00   4.0999999e+00   2.0000000e+00   0.0000000e+00   1.5000000e+00   1.5000000e+00   1.5000000e+00   4.0999999e+00
  -1.1870000e+03   2.5999999e+00   0.0000000e+00   2.0999999e+00   5.6999998e+00   3.0999999e+00   6.1999998e+00   3.0999999e+00   5.5999999e+00   2.0000000e+00   0.0000000e+00   1.0000000e+00   1.8666666e+00   2.0999999e+00   2.5999999e+00
  -1.1860000e+03   3.5999999e+00   2.0999999e+00   2.0999999e+00   5.1999998e+00   5.1999998e+00   5.0999999e+00   3.5999999e+00   3.0999999e+00   2.0000000e+00   0.0000000e+00   5.0000000e-01   2.2333333e+00   1.5000000e+00   2.5999999e+00
  -1.1850000e+03   2.0999999e+00   2.5999999e+00   1.5000000e+00   7.1999998e+00   4.5999999e+00   6.1999998e+00   3.0999999e+00   2.0999999e+00   2.0000000e+00   0.0000000e+00   0.0000000e+00   2.5999999e+00   2.0999999e+00   2.0999999e+00
  -1.1840000e+03   1.0300000e+01   1.5000000e+00   2.0999999e+00   4.5999999e+00   8.1999998e+00   5.0999999e+00   2.0999999e+00   3.5999999e+00   2.0000000e+00   3.3333333e-01   0.0000000e+00   3.2666666e+00   2.0999999e+00   2.0999999e+00
  -1.1830000e+03   2.5999999e+00   2.5999999e+00   2.5999999e+00   4.0999999e+00   4.5999999e+00   5.0999999e+00   1.5000000e+00   3.0999999e+00   2.0000000e+00   6.6666667e-01   0.0000000e+00   3.9333332e+00   2.5999999e+00   0.0000000e+00
  -1.1820000e+03   2.0999999e+00   2.5999999e+00   3.0999999e+00   3.5999999e+00   4.0999999e+00   5.6999998e+00   2.0999999e+00   6.6999998e+00   2.0000000e+00   1.0000000e+00   0.0000000e+00   4.5999999e+00   2.5999999e+00   0.0000000e+00
  -1.1810000e+03   0.0000000e+00   2.5999999e+00   2.5999999e+00   3.0999999e+00   3.0999999e+00   4.5999999e+00   1.5000000e+00   6.0999999e+00   3.0000000e+00   1.0000000e+00   5.0000000e-01   4.4333332e+00   3.0999999e+00   0.0000000e+00
  -1.1800000e+03   0.0000000e+00   2.5999999e+00   5.8673319e-09   3.0999999e+00   2.5999999e+00   5.0999999e+00   0.0000000e+00   4.5999999e+00   4.0000000e+00   1.0000000e+00   1.0000000e+00   4.2666666e+00   3.0999999e+00   1.0058284e-08
  -1.1790000e+03   0.0000000e+00   6.1999998e+00   2.0999999e+00   2.0999999e+00   2.5999999e+00   4.5999999e+00   0.0000000e+00   4.0999999e+00   5.0000000e+00   1.0000000e+00   1.5000000e+00   4.0999999e+00   2.5999999e+00   3.5999999e+00
